,Date,Consumption,Wind,Solar,Wind+Solar
0,2006-01-01,1069.1840000000002,,,
1,2006-01-02,1380.5210000000006,,,
2,2006-01-03,1442.533,,,
3,2006-01-04,1457.217,,,
4,2006-01-05,1477.131,,,
5,2006-01-06,1403.427,,,
6,2006-01-07,1300.2870000000005,,,
7,2006-01-08,1207.9849999999994,,,
8,2006-01-09,1529.3229999999994,,,
9,2006-01-10,1576.911,,,
10,2006-01-11,1577.1759999999995,,,
11,2006-01-12,1553.28,,,
12,2006-01-13,1545.0019999999995,,,
13,2006-01-14,1359.945,,,
14,2006-01-15,1265.475,,,
15,2006-01-16,1563.7379999999994,,,
16,2006-01-17,1598.303,,,
17,2006-01-18,1572.9840000000006,,,
18,2006-01-19,1558.29,,,
19,2006-01-20,1540.6039999999994,,,
20,2006-01-21,1348.1879999999999,,,
21,2006-01-22,1248.111,,,
22,2006-01-23,1569.691,,,
23,2006-01-24,1603.2520000000006,,,
24,2006-01-25,1613.3119999999994,,,
25,2006-01-26,1601.6729999999993,,,
26,2006-01-27,1586.0649999999994,,,
27,2006-01-28,1373.0300000000002,,,
28,2006-01-29,1252.2149999999995,,,
29,2006-01-30,1554.7219999999998,,,
30,2006-01-31,1575.1290000000006,,,
31,2006-02-01,1582.1340000000002,,,
32,2006-02-02,1595.7169999999994,,,
33,2006-02-03,1577.786,,,
34,2006-02-04,1366.322,,,
35,2006-02-05,1258.013,,,
36,2006-02-06,1557.5250000000005,,,
37,2006-02-07,1606.6669999999995,,,
38,2006-02-08,1590.8960000000006,,,
39,2006-02-09,1599.129,,,
40,2006-02-10,1554.631,,,
41,2006-02-11,1346.1040000000005,,,
42,2006-02-12,1232.568,,,
43,2006-02-13,1521.456,,,
44,2006-02-14,1551.3730000000005,,,
45,2006-02-15,1562.656,,,
46,2006-02-16,1523.7190000000005,,,
47,2006-02-17,1495.9129999999998,,,
48,2006-02-18,1297.3850000000002,,,
49,2006-02-19,1173.0500000000004,,,
50,2006-02-20,1501.246,,,
51,2006-02-21,1544.112,,,
52,2006-02-22,1543.1070000000002,,,
53,2006-02-23,1523.4910000000002,,,
54,2006-02-24,1507.2350000000006,,,
55,2006-02-25,1309.603,,,
56,2006-02-26,1204.7659999999996,,,
57,2006-02-27,1444.899,,,
58,2006-02-28,1507.4899999999998,,,
59,2006-03-01,1531.1729999999998,,,
60,2006-03-02,1539.9510000000002,,,
61,2006-03-03,1510.8839999999998,,,
62,2006-03-04,1323.3029999999999,,,
63,2006-03-05,1220.395,,,
64,2006-03-06,1502.1910000000007,,,
65,2006-03-07,1514.0119999999995,,,
66,2006-03-08,1545.8339999999994,,,
67,2006-03-09,1498.4439999999993,,,
68,2006-03-10,1475.3270000000002,,,
69,2006-03-11,1320.3680000000004,,,
70,2006-03-12,1218.4070000000004,,,
71,2006-03-13,1494.832,,,
72,2006-03-14,1514.066,,,
73,2006-03-15,1518.04,,,
74,2006-03-16,1516.898,,,
75,2006-03-17,1495.3239999999994,,,
76,2006-03-18,1280.7169999999999,,,
77,2006-03-19,1160.078,,,
78,2006-03-20,1446.2379999999994,,,
79,2006-03-21,1470.34,,,
80,2006-03-22,1471.667,,,
81,2006-03-23,1456.0159999999994,,,
82,2006-03-24,1444.75,,,
83,2006-03-25,1231.0670000000002,,,
84,2006-03-26,1116.743,,,
85,2006-03-27,1400.9820000000002,,,
86,2006-03-28,1435.1520000000005,,,
87,2006-03-29,1438.405,,,
88,2006-03-30,1457.454,,,
89,2006-03-31,1429.0659999999998,,,
90,2006-04-01,1207.7690000000002,,,
91,2006-04-02,1110.0260000000003,,,
92,2006-04-03,1422.7889999999998,,,
93,2006-04-04,1436.6990000000005,,,
94,2006-04-05,1447.7979999999998,,,
95,2006-04-06,1432.8529999999994,,,
96,2006-04-07,1394.9799999999998,,,
97,2006-04-08,1195.9589999999996,,,
98,2006-04-09,1104.106,,,
99,2006-04-10,1408.1689999999994,,,
100,2006-04-11,1419.3009999999995,,,
101,2006-04-12,1425.7119999999998,,,
102,2006-04-13,1415.5420000000001,,,
103,2006-04-14,1118.3960000000004,,,
104,2006-04-15,1086.018,,,
105,2006-04-16,986.875,,,
106,2006-04-17,1009.094,,,
107,2006-04-18,1349.5629999999999,,,
108,2006-04-19,1368.4560000000001,,,
109,2006-04-20,1362.217,,,
110,2006-04-21,1333.266,,,
111,2006-04-22,1152.9429999999998,,,
112,2006-04-23,1042.414,,,
113,2006-04-24,1345.851,,,
114,2006-04-25,1359.8059999999996,,,
115,2006-04-26,1374.322,,,
116,2006-04-27,1384.681,,,
117,2006-04-28,1362.57,,,
118,2006-04-29,1167.24,,,
119,2006-04-30,1026.3519999999999,,,
120,2006-05-01,986.698,,,
121,2006-05-02,1329.8210000000004,,,
122,2006-05-03,1348.188,,,
123,2006-05-04,1348.3429999999996,,,
124,2006-05-05,1330.5199999999998,,,
125,2006-05-06,1115.442,,,
126,2006-05-07,998.308,,,
127,2006-05-08,1321.7820000000004,,,
128,2006-05-09,1353.2289999999996,,,
129,2006-05-10,1351.4,,,
130,2006-05-11,1337.5020000000004,,,
131,2006-05-12,1320.006,,,
132,2006-05-13,1123.9260000000004,,,
133,2006-05-14,1010.284,,,
134,2006-05-15,1317.8490000000004,,,
135,2006-05-16,1360.65,,,
136,2006-05-17,1346.0980000000004,,,
137,2006-05-18,1365.406,,,
138,2006-05-19,1348.465,,,
139,2006-05-20,1175.2729999999995,,,
140,2006-05-21,1050.17,,,
141,2006-05-22,1358.082,,,
142,2006-05-23,1374.495,,,
143,2006-05-24,1339.5649999999996,,,
144,2006-05-25,1053.351,,,
145,2006-05-26,1213.465,,,
146,2006-05-27,1108.266,,,
147,2006-05-28,1065.343,,,
148,2006-05-29,1349.2470000000005,,,
149,2006-05-30,1376.7939999999999,,,
150,2006-05-31,1380.175,,,
151,2006-06-01,1367.7510000000002,,,
152,2006-06-02,1323.2310000000002,,,
153,2006-06-03,1100.889,,,
154,2006-06-04,955.373,,,
155,2006-06-05,975.632,,,
156,2006-06-06,1306.362,,,
157,2006-06-07,1325.818,,,
158,2006-06-08,1328.5460000000005,,,
159,2006-06-09,1311.784,,,
160,2006-06-10,1114.5270000000003,,,
161,2006-06-11,1004.8530000000001,,,
162,2006-06-12,1329.5910000000001,,,
163,2006-06-13,1356.201,,,
164,2006-06-14,1352.0120000000004,,,
165,2006-06-15,1140.329,,,
166,2006-06-16,1254.9540000000004,,,
167,2006-06-17,1103.6199999999997,,,
168,2006-06-18,1007.067,,,
169,2006-06-19,1351.9890000000005,,,
170,2006-06-20,1369.8549999999998,,,
171,2006-06-21,1372.4890000000005,,,
172,2006-06-22,1360.5940000000005,,,
173,2006-06-23,1316.964,,,
174,2006-06-24,1114.3859999999997,,,
175,2006-06-25,1028.869,,,
176,2006-06-26,1345.3790000000004,,,
177,2006-06-27,1352.6029999999996,,,
178,2006-06-28,1340.042,,,
179,2006-06-29,1343.6370000000004,,,
180,2006-06-30,1298.103,,,
181,2006-07-01,1106.618,,,
182,2006-07-02,997.8960000000003,,,
183,2006-07-03,1327.1429999999998,,,
184,2006-07-04,1356.526,,,
185,2006-07-05,1377.781,,,
186,2006-07-06,1377.99,,,
187,2006-07-07,1360.0610000000001,,,
188,2006-07-08,1138.65,,,
189,2006-07-09,1018.423,,,
190,2006-07-10,1335.241,,,
191,2006-07-11,1360.2079999999996,,,
192,2006-07-12,1358.226,,,
193,2006-07-13,1361.493,,,
194,2006-07-14,1324.4589999999996,,,
195,2006-07-15,1093.7009999999998,,,
196,2006-07-16,993.289,,,
197,2006-07-17,1305.246,,,
198,2006-07-18,1333.029,,,
199,2006-07-19,1342.7080000000005,,,
200,2006-07-20,1351.823,,,
201,2006-07-21,1333.344,,,
202,2006-07-22,1136.6999999999996,,,
203,2006-07-23,1025.408,,,
204,2006-07-24,1330.5569999999998,,,
205,2006-07-25,1349.825,,,
206,2006-07-26,1356.6890000000005,,,
207,2006-07-27,1348.649,,,
208,2006-07-28,1327.514,,,
209,2006-07-29,1122.14,,,
210,2006-07-30,1010.922,,,
211,2006-07-31,1289.9260000000004,,,
212,2006-08-01,1303.0479999999998,,,
213,2006-08-02,1291.2190000000005,,,
214,2006-08-03,1284.0890000000004,,,
215,2006-08-04,1262.6449999999998,,,
216,2006-08-05,1087.245,,,
217,2006-08-06,994.466,,,
218,2006-08-07,1268.803,,,
219,2006-08-08,1286.8389999999995,,,
220,2006-08-09,1285.66,,,
221,2006-08-10,1294.0770000000002,,,
222,2006-08-11,1274.9889999999996,,,
223,2006-08-12,1088.7089999999996,,,
224,2006-08-13,985.9589999999997,,,
225,2006-08-14,1266.8439999999996,,,
226,2006-08-15,1282.2200000000005,,,
227,2006-08-16,1292.058,,,
228,2006-08-17,1298.8369999999995,,,
229,2006-08-18,1290.8690000000004,,,
230,2006-08-19,1095.066,,,
231,2006-08-20,1023.166,,,
232,2006-08-21,1320.274,,,
233,2006-08-22,1341.316,,,
234,2006-08-23,1325.5449999999996,,,
235,2006-08-24,1330.9239999999998,,,
236,2006-08-25,1323.755,,,
237,2006-08-26,1126.495,,,
238,2006-08-27,1032.3190000000004,,,
239,2006-08-28,1344.455,,,
240,2006-08-29,1353.8849999999998,,,
241,2006-08-30,1373.3129999999999,,,
242,2006-08-31,1347.763,,,
243,2006-09-01,1339.4679999999996,,,
244,2006-09-02,1138.742,,,
245,2006-09-03,1093.767,,,
246,2006-09-04,1400.634,,,
247,2006-09-05,1398.368,,,
248,2006-09-06,1394.28,,,
249,2006-09-07,1403.4,,,
250,2006-09-08,1365.0609999999995,,,
251,2006-09-09,1135.5739999999996,,,
252,2006-09-10,1047.285,,,
253,2006-09-11,1379.243,,,
254,2006-09-12,1396.3030000000006,,,
255,2006-09-13,1398.321,,,
256,2006-09-14,1400.0870000000002,,,
257,2006-09-15,1397.504,,,
258,2006-09-16,1188.876,,,
259,2006-09-17,1064.3529999999996,,,
260,2006-09-18,1390.8629999999994,,,
261,2006-09-19,1404.4789999999994,,,
262,2006-09-20,1386.332,,,
263,2006-09-21,1385.8029999999999,,,
264,2006-09-22,1380.783,,,
265,2006-09-23,1175.308,,,
266,2006-09-24,1069.1750000000004,,,
267,2006-09-25,1401.0999999999995,,,
268,2006-09-26,1424.304,,,
269,2006-09-27,1417.328,,,
270,2006-09-28,1401.7309999999998,,,
271,2006-09-29,1383.4579999999999,,,
272,2006-09-30,1173.1679999999994,,,
273,2006-10-01,1058.268,,,
274,2006-10-02,1286.932,,,
275,2006-10-03,1116.572,,,
276,2006-10-04,1375.6360000000006,,,
277,2006-10-05,1397.4590000000005,,,
278,2006-10-06,1428.592,,,
279,2006-10-07,1227.91,,,
280,2006-10-08,1097.087,,,
281,2006-10-09,1406.128,,,
282,2006-10-10,1433.5879999999993,,,
283,2006-10-11,1429.996,,,
284,2006-10-12,1432.5120000000006,,,
285,2006-10-13,1426.507,,,
286,2006-10-14,1203.5259999999996,,,
287,2006-10-15,1089.6849999999997,,,
288,2006-10-16,1415.4740000000006,,,
289,2006-10-17,1445.8819999999994,,,
290,2006-10-18,1448.5110000000002,,,
291,2006-10-19,1451.6470000000006,,,
292,2006-10-20,1434.6660000000006,,,
293,2006-10-21,1232.3390000000004,,,
294,2006-10-22,1116.473,,,
295,2006-10-23,1461.8029999999999,,,
296,2006-10-24,1504.192,,,
297,2006-10-25,1468.365,,,
298,2006-10-26,1482.7469999999994,,,
299,2006-10-27,1476.2720000000006,,,
300,2006-10-28,1242.024,,,
301,2006-10-29,1173.7609999999995,,,
302,2006-10-30,1413.0659999999998,,,
303,2006-10-31,1460.3989999999994,,,
304,2006-11-01,1352.658,,,
305,2006-11-02,1479.0710000000001,,,
306,2006-11-03,1479.8999999999994,,,
307,2006-11-04,1297.9589999999996,,,
308,2006-11-05,1242.064,,,
309,2006-11-06,1521.545,,,
310,2006-11-07,1506.669,,,
311,2006-11-08,1518.3640000000007,,,
312,2006-11-09,1557.4110000000005,,,
313,2006-11-10,1484.2599999999998,,,
314,2006-11-11,1327.6640000000002,,,
315,2006-11-12,1226.6420000000005,,,
316,2006-11-13,1533.5539999999999,,,
317,2006-11-14,1523.361,,,
318,2006-11-15,1504.3010000000006,,,
319,2006-11-16,1490.7790000000007,,,
320,2006-11-17,1478.0950000000007,,,
321,2006-11-18,1270.7199999999998,,,
322,2006-11-19,1168.114,,,
323,2006-11-20,1509.7119999999993,,,
324,2006-11-21,1521.7780000000007,,,
325,2006-11-22,1512.51,,,
326,2006-11-23,1552.0439999999999,,,
327,2006-11-24,1494.0879999999993,,,
328,2006-11-25,1304.453,,,
329,2006-11-26,1155.5410000000004,,,
330,2006-11-27,1486.9589999999994,,,
331,2006-11-28,1520.421,,,
332,2006-11-29,1532.7620000000006,,,
333,2006-11-30,1531.5250000000005,,,
334,2006-12-01,1518.1979999999999,,,
335,2006-12-02,1332.8120000000001,,,
336,2006-12-03,1214.524,,,
337,2006-12-04,1548.124,,,
338,2006-12-05,1569.4800000000002,,,
339,2006-12-06,1545.3,,,
340,2006-12-07,1566.1240000000007,,,
341,2006-12-08,1549.6809999999994,,,
342,2006-12-09,1305.8410000000001,,,
343,2006-12-10,1194.85,,,
344,2006-12-11,1578.9830000000006,,,
345,2006-12-12,1561.264,,,
346,2006-12-13,1590.0090000000002,,,
347,2006-12-14,1593.6129999999994,,,
348,2006-12-15,1543.0729999999999,,,
349,2006-12-16,1349.1809999999996,,,
350,2006-12-17,1220.1880000000006,,,
351,2006-12-18,1514.852,,,
352,2006-12-19,1525.6670000000006,,,
353,2006-12-20,1527.5929999999994,,,
354,2006-12-21,1475.71,,,
355,2006-12-22,1391.5790000000006,,,
356,2006-12-23,1235.6880000000006,,,
357,2006-12-24,1099.201,,,
358,2006-12-25,1072.746,,,
359,2006-12-26,1075.9220000000003,,,
360,2006-12-27,1284.6760000000004,,,
361,2006-12-28,1314.6029999999996,,,
362,2006-12-29,1274.646,,,
363,2006-12-30,1237.751,,,
364,2006-12-31,1144.3980000000001,,,
365,2007-01-01,1128.8429999999996,,,
366,2007-01-02,1416.6689999999999,,,
367,2007-01-03,1471.586,,,
368,2007-01-04,1514.823,,,
369,2007-01-05,1484.168,,,
370,2007-01-06,1249.6629999999998,,,
371,2007-01-07,1173.687,,,
372,2007-01-08,1510.0130000000006,,,
373,2007-01-09,1554.889,,,
374,2007-01-10,1556.1219999999994,,,
375,2007-01-11,1596.639,,,
376,2007-01-12,1567.4529999999993,,,
377,2007-01-13,1350.8860000000004,,,
378,2007-01-14,1250.781,,,
379,2007-01-15,1518.88,,,
380,2007-01-16,1550.792,,,
381,2007-01-17,1564.2200000000007,,,
382,2007-01-18,1544.3240000000005,,,
383,2007-01-19,1533.3469999999998,,,
384,2007-01-20,1344.0020000000004,,,
385,2007-01-21,1257.5210000000004,,,
386,2007-01-22,1544.1819999999998,,,
387,2007-01-23,1550.7099999999994,,,
388,2007-01-24,1582.5379999999998,,,
389,2007-01-25,1580.2329999999995,,,
390,2007-01-26,1632.5869999999993,,,
391,2007-01-27,1392.674,,,
392,2007-01-28,1321.527,,,
